name,address,rating,review_count,latitude,longitude,type,place_id,business_status,current_opening_hours,editorial_summary,international_phone_number,price_level,reservable,secondary_opening_hours,url,website
Berlin Relaxed,"Nollendorfstraße 24, 10777 Berlin, Germany",4.7,196,52.4973989,13.3506847,sauna,ChIJs8Bytk9QqEcRHxH0aWKwsWM,OPERATIONAL,"['Monday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200911:00\u202fPM']",N/A,+49 30 64824641,N/A,N/A,N/A,https://maps.google.com/?cid=7183716817363538207,http://www.berlin-relaxed.com/
Gezer Spa - Berlin Friedrichstraße,"Friedrichstraße 158-164, 10117 Berlin, Germany",4.7,134,52.515956,13.388512,sauna,ChIJeame5RJRqEcRom5QdWC355w,OPERATIONAL,"['Monday: 2:00\u2009–\u200910:00\u202fPM', 'Tuesday: 2:00\u2009–\u200910:00\u202fPM', 'Wednesday: 2:00\u2009–\u200910:00\u202fPM', 'Thursday: 2:00\u2009–\u200910:00\u202fPM', 'Friday: 2:00\u2009–\u200910:00\u202fPM', 'Saturday: 2:00\u2009–\u200910:00\u202fPM', 'Sunday: 2:00\u2009–\u200910:00\u202fPM']",N/A,+49 30 20274105,N/A,N/A,N/A,https://maps.google.com/?cid=11306207014449868450,http://www.gezer-massagen.com/
SEASON Spa & Fitness Club,"Steigenberger Hotel Am Kanzleramt, Ella-Trebe-Straße 5, 10557 Berlin, Germany",4.8,6,52.5235379,13.368088,sauna,ChIJ4ZA1xr1RqEcRW1_eJhAg-Gg,OPERATIONAL,"['Monday: 2:00\u2009–\u200910:00\u202fPM', 'Tuesday: 2:00\u2009–\u200910:00\u202fPM', 'Wednesday: 2:00\u2009–\u200910:00\u202fPM', 'Thursday: 2:00\u2009–\u200910:00\u202fPM', 'Friday: 2:00\u2009–\u200910:00\u202fPM', 'Saturday: 2:00\u2009–\u200910:00\u202fPM', 'Sunday: 2:00\u2009–\u200910:00\u202fPM']",N/A,+49 30 740743888,N/A,N/A,N/A,https://maps.google.com/?cid=7563830827912421211,N/A
Avarus Berlin - Swingers Club,"Seestraße 50, 13347 Berlin, Germany",4.1,97,52.5510285,13.3539941,sauna,ChIJJ5w6yNVTqEcRP9cSMGipLv8,OPERATIONAL,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 8:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 8:00\u202fPM\u2009–\u20093:00\u202fAM', 'Saturday: 8:00\u202fPM\u2009–\u20094:00\u202fAM', 'Sunday: 6:00\u202fPM\u2009–\u20091:00\u202fAM']",N/A,+49 30 45308244,N/A,N/A,N/A,https://maps.google.com/?cid=18387820593548547903,http://www.avarus-berlin.com/
THE Spa Pullman Berlin Schweizerhof,"Burggrafenstraße 2a, 10787 Berlin, Germany",5,14,52.5054218,13.3450138,sauna,ChIJE8ilpPtRqEcRtXqQIkvIXBs,OPERATIONAL,"['Monday: 11:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u20098:00\u202fPM']",N/A,+49 30 91734956,N/A,N/A,N/A,https://maps.google.com/?cid=1971670961909430965,http://www.thespa-schweizerhof.com/
Olivin Wellness Lounge Sauna,"Schönhauser Allee 177, 10119 Berlin, Germany",4.1,182,52.5314129,13.4117439,sauna,ChIJoXzHquJRqEcRdlbipfBSQbg,CLOSED_TEMPORARILY,N/A,N/A,+49 30 44042500,N/A,N/A,N/A,https://maps.google.com/?cid=13276984369993635446,http://www.olivin-berlin.com/
Yaya Spa Berlin,"Möckernstraße 66, 10965 Berlin, Germany",4.5,60,52.4910096,13.3790428,sauna,ChIJc7Q25q9RqEcRu1AK18bLUTY,OPERATIONAL,"['Monday: 12:00\u2009–\u200910:30\u202fPM', 'Tuesday: 12:00\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u200910:00\u202fPM', 'Saturday: 12:00\u2009–\u200910:30\u202fPM', 'Sunday: 12:00\u2009–\u200910:30\u202fPM']",N/A,+49 30 832147744,N/A,N/A,N/A,https://maps.google.com/?cid=3914133606033412283,https://www.yayaspaberlin.com/
FINNFLOAT Sauna Floß Berlin,"Müggelseedamm 70, 12587 Berlin, Germany",4.5,27,52.4486389,13.6096254,sauna,ChIJqw_lIOY3qEcR7sd-eRzAeNA,OPERATIONAL,N/A,N/A,+49 176 62180998,N/A,N/A,N/A,https://maps.google.com/?cid=15021967785624258542,http://finnfloat.de/
Salzlounge-Berlin,"Heinrich-Grüber-Straße 3, 12621 Berlin, Germany",4.7,231,52.5126187,13.5883123,sauna,ChIJf68UbXhJqEcRqxRdTis5sWM,OPERATIONAL,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20093:00\u202fPM']",N/A,+49 30 91148770,N/A,N/A,N/A,https://maps.google.com/?cid=7183585738793751723,http://www.salzlounge.de/
Beauty Place SPA am Potsdamer Platz und Gendarmenmarkt,"Beauty Place SPA in Holmes place, Gabriele Tergit Promenade 17, Friedrichstraße 68/a-d, 10117 Berlin, Germany",4.2,74,52.50534039999999,13.3759204,sauna,ChIJMxh_p31RqEcRx3Cweb0QPcE,OPERATIONAL,"['Monday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']",N/A,+49 30 20624960,N/A,N/A,N/A,https://maps.google.com/?cid=13924304028875911367,http://beautyplacespa.com/
Sauna am Römerweg,"Römerweg 36, 10318 Berlin, Germany",4.7,15,52.49168460000001,13.5244942,sauna,ChIJhc0GqS5JqEcRUlh420BaGXY,OPERATIONAL,"['Monday: 4:00\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 2:00\u2009–\u200910:00\u202fPM', 'Thursday: 4:00\u2009–\u200910:00\u202fPM', 'Friday: 2:00\u2009–\u200911:00\u202fPM', 'Saturday: Closed', 'Sunday: 4:00\u2009–\u20099:00\u202fPM']",N/A,+49 30 50178677,N/A,N/A,N/A,https://maps.google.com/?cid=8509932205499766866,https://sauna-am-roemerweg.de/
Aspria Berlin Ku’damm,"Karlsruher Str. 20, 10711 Berlin, Germany",4.1,984,52.50038869999999,13.2941771,sauna,ChIJk-80tsRQqEcRTobN6gIPry8,OPERATIONAL,"['Monday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']","Modern rooms & apartments in a chic lodging offering open-air dining, a spa & an indoor pool.",+49 30 8906888918,N/A,N/A,N/A,https://maps.google.com/?cid=3435981545910666830,https://www.aspria.com/de/berlin-kudamm/
ADG Wellness & Sauna GmbH,"Grunewaldstraße 10, 12165 Berlin, Germany",2.8,4,52.4586872,13.3164768,sauna,ChIJXRaOYodaqEcRYjgbTDxhhRI,OPERATIONAL,N/A,N/A,+49 30 7934184,N/A,N/A,N/A,https://maps.google.com/?cid=1334579776188004450,N/A
Spa & Fitness Club am Steinplatz,"Steinpl. 4, 10623 Berlin, Germany",5,11,52.50790970000001,13.3263473,sauna,ChIJEQHRdjxRqEcRPwRq7rSZhAA,OPERATIONAL,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:00\u202fPM']",N/A,+49 30 5544440,N/A,N/A,N/A,https://maps.google.com/?cid=37323699298894911,https://www.marriott.de/hotels/hotel-information/fitness-spa-services/berak-hotel-am-steinplatz-autograph-collection/
ELIXIA VitalClub GmbH & Co. KG Prager Platz,"Prager Pl. 1-3, 10779 Berlin, Germany",4.3,330,52.4938282,13.3326052,sauna,ChIJk4F2klhQqEcR-HJbUd7Ubos,OPERATIONAL,"['Monday: 6:30\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200910:00\u202fPM']",N/A,+49 30 8540680,N/A,N/A,N/A,https://maps.google.com/?cid=10047201870022931192,https://elixia.de/
Adlon Spa by Resense,"Unter den Linden 77, 10117 Berlin, Germany",4.3,12,52.5150813,13.3806558,sauna,ChIJnyQrcXBRqEcRyktCCcLAeCk,OPERATIONAL,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20097:00\u202fPM']",N/A,+49 30 22611220,N/A,N/A,N/A,https://maps.google.com/?cid=2988350292371852234,https://www.kempinski.com/en/berlin/hotel-adlon/luxury-spa/?utm_medium=organic&utm_source=google&utm_campaign=KIBER2&utm_content=gmb-Spa&source=S308962248
Sauna Idyll Biesdorf,"Annenstraße 63, 12683 Berlin, Germany",4.6,107,52.531862,13.5604845,sauna,ChIJHTwnmOZLqEcRSDztasDumSA,OPERATIONAL,"['Monday: 2:00\u2009–\u200910:00\u202fPM', 'Tuesday: 2:00\u2009–\u200910:00\u202fPM', 'Wednesday: 3:00\u2009–\u200910:00\u202fPM', 'Thursday: 3:00\u2009–\u200910:00\u202fPM', 'Friday: 3:00\u2009–\u200910:00\u202fPM', 'Saturday: Closed', 'Sunday: 3:00\u2009–\u200910:00\u202fPM']",N/A,+49 30 5455267,N/A,N/A,N/A,https://maps.google.com/?cid=2349171190845488200,http://www.sauna-idyll-biesdorf.de/
Thaimassage Malaitip,"Grunewaldstraße 28, 10823 Berlin, Germany",4.7,112,52.4895589,13.3480975,sauna,ChIJU818fENQqEcRBhIDniormD4,OPERATIONAL,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",N/A,+49 30 55218155,N/A,N/A,"[{'open_now': False, 'periods': [{'close': {'date': '2024-09-09', 'day': 1, 'time': '2000'}, 'open': {'date': '2024-09-09', 'day': 1, 'time': '1000'}}, {'close': {'date': '2024-09-10', 'day': 2, 'time': '2000'}, 'open': {'date': '2024-09-10', 'day': 2, 'time': '1000'}}, {'close': {'date': '2024-09-11', 'day': 3, 'time': '2100'}, 'open': {'date': '2024-09-11', 'day': 3, 'time': '1000'}}, {'close': {'date': '2024-09-12', 'day': 4, 'time': '2000'}, 'open': {'date': '2024-09-12', 'day': 4, 'time': '1000'}}, {'close': {'date': '2024-09-06', 'day': 5, 'time': '2000'}, 'open': {'date': '2024-09-06', 'day': 5, 'time': '1000'}}, {'close': {'date': '2024-09-07', 'day': 6, 'time': '2000'}, 'open': {'date': '2024-09-07', 'day': 6, 'time': '1000'}}], 'type': 'ACCESS', 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}]",https://maps.google.com/?cid=4510402488851173894,http://www.thaimassage-malaitipspa-berlin.de/
LivingWell Health Club Berlin,"Mohrenstraße 30, 10117 Berlin, Germany",3.8,46,52.5121453,13.3930135,sauna,ChIJgzRQDNpRqEcRfDvUPhojYw0,OPERATIONAL,"['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200910:00\u202fPM']",N/A,+49 30 202302950,N/A,N/A,N/A,https://maps.google.com/?cid=964653340817636220,https://www.livingwell.com/clubs/berlin/
Urban Boost Station,"Pariser Str. 43, 10707 Berlin, Germany",4.8,97,52.4979282,13.3191763,sauna,ChIJ15TXdXpRqEcRjmKlW4HmWXM,OPERATIONAL,"['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: Closed']",N/A,+49 30 62975597,N/A,N/A,N/A,https://maps.google.com/?cid=8311928030551696014,http://www.urbanbooststation.com/
HOLI DAY SPA,"Düsterhauptstraße 15, 13469 Berlin, Germany",4.6,39,52.6102899,13.3179932,sauna,ChIJwYLgnJtUqEcRrsUf5XyErV0,OPERATIONAL,N/A,N/A,N/A,N/A,N/A,N/A,https://maps.google.com/?cid=6750197088453117358,https://holiday-spa.berlin/
BeFine Sports & Spa am Gendarmenmarkt,"Französische Str. 30, 10117 Berlin, Germany",4.8,26,52.5149883,13.3943545,sauna,ChIJd6oagOxRqEcRBWhP3oHHuEY,OPERATIONAL,"['Monday: 1:00\u2009–\u20099:30\u202fPM', 'Tuesday: 1:00\u2009–\u20099:30\u202fPM', 'Wednesday: 1:00\u2009–\u20099:30\u202fPM', 'Thursday: 1:00\u2009–\u20099:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 1:00\u2009–\u20099:30\u202fPM']",N/A,+49 30 2014370870,N/A,N/A,"[{'open_now': True, 'periods': [{'close': {'date': '2024-09-09', 'day': 1, 'time': '0000'}, 'open': {'date': '2024-09-08', 'day': 0, 'time': '0630'}}, {'close': {'date': '2024-09-10', 'day': 2, 'time': '0000'}, 'open': {'date': '2024-09-09', 'day': 1, 'time': '0630'}}, {'close': {'date': '2024-09-11', 'day': 3, 'time': '0000'}, 'open': {'date': '2024-09-10', 'day': 2, 'time': '0630'}}, {'close': {'date': '2024-09-12', 'day': 4, 'time': '0000'}, 'open': {'date': '2024-09-11', 'day': 3, 'time': '0630'}}, {'close': {'date': '2024-09-12', 'day': 4, 'time': '2359', 'truncated': True}, 'open': {'date': '2024-09-12', 'day': 4, 'time': '0630'}}, {'close': {'date': '2024-09-07', 'day': 6, 'time': '0000'}, 'open': {'date': '2024-09-06', 'day': 5, 'time': '0630'}}, {'close': {'date': '2024-09-08', 'day': 0, 'time': '0000'}, 'open': {'date': '2024-09-07', 'day': 6, 'time': '0630'}}], 'type': 'ACCESS', 'weekday_text': ['Monday: 6:30\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 6:30\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 6:30\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 6:30\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 6:30\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 6:30\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 6:30\u202fAM\u2009–\u200912:00\u202fAM']}]",https://maps.google.com/?cid=5096042338964170757,https://www.titanic.com.tr/titanic-gendarmenmarkt-berlin/befine-spa
Nan Spa,"Pfalzburger Str. 20, 10719 Berlin, Germany",4.4,176,52.49424,13.32171,sauna,ChIJ2_yyFPFQqEcR2JfQ7z6MbuU,OPERATIONAL,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",N/A,+49 30 50154295,N/A,N/A,N/A,https://maps.google.com/?cid=16532305484062955480,https://www.nanspa.de/
Ayana Spa - exclusive Thai Massage,"Lietzenburger Str. 98, 10719 Berlin, Germany",4.7,222,52.4998952,13.3195882,sauna,ChIJX4YOtvpQqEcRXuATVJmQ4KY,OPERATIONAL,"['Monday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: 12:00\u2009–\u20097:00\u202fPM']",N/A,+49 30 88676839,N/A,N/A,N/A,https://maps.google.com/?cid=12024769993294209118,http://www.ayana-spa.de/
Pestana Berlin Tiergarten,"Stülerstraße 6, 10787 Berlin, Germany",4.4,1643,52.50849299999999,13.34884,sauna,ChIJf8Uy8axRqEcR4sIxbheD0sE,OPERATIONAL,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","High-end rooms & suites in a modern property featuring a spa, a fitness room & a restaurant.",+49 30 311759000,N/A,N/A,N/A,https://maps.google.com/?cid=13966369531085570786,https://www.pestana.com/en/hotel/pestana-berlin?utm_campaign=pestana-berlin&utm_medium=organicsearch&utm_source=google-my-business
Sauna - Physio & Wellness 4 Life,"Eckertstraße 15, 10249 Berlin, Germany",5,3,52.519255,13.450225,sauna,ChIJ_7dn62xOqEcRmem_1JeqvEs,OPERATIONAL,"['Monday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",N/A,+49 30 84435376,N/A,N/A,N/A,https://maps.google.com/?cid=5457424417552329113,https://www.physiowellnessberlin.de/
MobileSaunaBerlin Fasssauna Sauna,"Bruno-Baum-Straße 41A, 12685 Berlin, Germany",4.9,42,52.5389417,13.5451266,sauna,ChIJIUhcnvNLqEcRNEsz-IdfJVA,OPERATIONAL,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20095:00\u202fPM']",N/A,+49 176 65103927,N/A,N/A,N/A,https://maps.google.com/?cid=5775127134761863988,http://mobilesaunaberlin.de/
FassOase - Mobile Sauna Berlin,"Nantesstraße 10, 13127 Berlin, Germany",5,2,52.6007409,13.4190987,sauna,ChIJtTA9JcNTqEcRxHyU0qz8daM,OPERATIONAL,"['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20095:00\u202fPM']",N/A,+49 1520 2088286,N/A,N/A,N/A,https://maps.google.com/?cid=11778598219654921412,http://www.fassoase.de/
Salt Pearl - Your Salt & Float Lounge,"Meyerbeerstraße 111, 13088 Berlin, Germany",4.8,143,52.5492888,13.4645063,sauna,ChIJw5ghD8VNqEcRjSNF_QAgiAU,OPERATIONAL,"['Monday: Closed', 'Tuesday: 2:00\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 2:00\u2009–\u20098:00\u202fPM', 'Saturday: 2:00\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",N/A,+49 30 22357585,N/A,N/A,"[{'open_now': True, 'periods': [{'close': {'date': '2024-09-12', 'day': 4, 'time': '2359', 'truncated': True}, 'open': {'date': '2024-09-06', 'day': 5, 'time': '0000', 'truncated': True}}], 'type': 'ONLINE_SERVICE_HOURS', 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}]",https://maps.google.com/?cid=398603755643544461,http://www.salzperle-berlin.de/
"""Beauty Place Spa"" im Holmes Place Club am Gendarmenmarkt","Charlottenstraße 58, 10117 Berlin, Germany",3.1,33,52.5125365,13.390972,sauna,ChIJXY5s3WtRqEcRY3eb-Nyefdk,OPERATIONAL,"['Monday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM']",N/A,+49 30 20624960,N/A,N/A,N/A,https://maps.google.com/?cid=15671856950220126051,http://www.beautyplacespa.com/
Vabali,"Seydlitzstraße 6, 10557 Berlin, Germany",4.7,11948,52.5286536,13.3592849,therme,ChIJjfrdZphRqEcRT6O7Rn8rVLI,OPERATIONAL,"['Monday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']","Treatments are available at this Bali-style spa facility with 2-hour, 4-hour & day tickets.",+49 30 9114860,N/A,N/A,N/A,https://maps.google.com/?cid=12849943462442410831,https://www.vabali.de/berlin/
